description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.type
"En Gaulle, 3 soleils et 3 lunes sont apperçus.","",sighting,-122$,,""""","""",s1,"""",,Julius Obsequens",-122,event,https://rr0.org/time/-0/1/2/2/index.html
