description,events,id,place,sources,time,type,url,place.name,place.org,place.place.dirName,place.place.elevation,place.place.events,place.place.id,place.place.locations,place.org.dirName,place.org.events,place.org.id,place.org.kind,place.org.parent.dirName,place.org.parent.events,place.org.parent.id,place.org.parent.kind,place.org.parent.parent.dirName,place.org.parent.parent.events,place.org.parent.parent.id,place.org.parent.parent.kind,place.org.parent.parent.parent.dirName,place.org.parent.parent.parent.events,place.org.parent.parent.parent.id,place.org.parent.parent.parent.kind,place.org.parent.parent.parent.parent,place.org.parent.parent.parent.places,place.org.parent.parent.parent.type,place.org.parent.parent.places,place.org.parent.parent.type,place.org.parent.places,place.org.parent.type,place.org.places,place.org.type,place.org.parent.parent,place.org.parent,place.place,place.org.parent.parent.parent
"en en 27 À , chasmata vue dans le ciel toute la nuit ( Aurore boréale probable). À Pskov (Russie), un autre observateur note aussi des signes dans le ciel ( Aurore boréale probable).","",1581-08,Magdeburg,,,,"",,"","""""""Hellman, 1921, p. 19, 25, 84 < Silverman, Sam"""""","""",s1,"""",,,""Auroral Annotations"",""""""Sviatskij, 1934 < Silverman, Sam"""""","""",s2,"""",,,""Auroral Annotations""",1581-08,case,https://rr0.org/time/1/5/8/1/index.html#1581-08
"À , observation par plusieurs fois de ce qui semble être une aurore boréale.","",1581,"Baknang (comté de Wurtemburg, Allemagne)",,,,"",,"","""""""Jeremiah, 3 ; Nature 46-47, 1870 < Silverman, Sam"""""","""",s3,"""",,,""Auroral Annotations""",1581,case,https://rr0.org/time/1/5/8/1/index.html
