description,events,eventType,id,place,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type,sources,time,type,url
,"",sighting,1900$,,"",1900,event,https://rr0.org/time/1/9/0/index.html#1900
