description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.type
"A Groom Lake, Bechtel Corp. demarre des travaux d'allongement de la seconde piste (14L-32R) jusqu'à 5000 pieds.","",sighting,1996-01$,,"""""""Campbell, Glenn"""""","""",s2,"""",,Groom Lake Desert Rat",1996-01,event,https://rr0.org/time/1/9/9/6/01/index.html
