description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.type
"À Setie (environ 80 km de Rome), une lumière éblouissante comme une torche fut observée dans le ciel, se déplaçant d'est en ouest et étant accompagnée d'un autre objet.","",sighting,-203$,,""""","""",s1,"""",,Julius Obsequens",-203,event,https://rr0.org/time/-0/2/0/3/index.html
