caseNumber,url,city,depCode,dateTime,physicalEffect,witnessEffect,entities,landing
1641,http://baseovnifrance.free.fr/listgen.php?typlist=20&page=0&numobs=1641,Amathay Vésigneux,25,1970-08 22:00,false,false,false,false
1677,http://baseovnifrance.free.fr/listgen.php?typlist=20&page=0&numobs=1677,St Aubin sur Mer,76,1970-08 23:58,false,false,false,false
2906,http://baseovnifrance.free.fr/listgen.php?typlist=20&page=0&numobs=2906,Brest,29,1970-08,false,false,false,false
3137,http://baseovnifrance.free.fr/listgen.php?typlist=20&page=0&numobs=3137,St Moré,89,1970-08-10,false,false,false,false
3138,http://baseovnifrance.free.fr/listgen.php?typlist=20&page=0&numobs=3138,Précy le Sec,89,1970-08-17 05:15,false,false,false,false
3139,http://baseovnifrance.free.fr/listgen.php?typlist=20&page=0&numobs=3139,Le Puits d'Edme,89,1970-08-17 05:05,true,true,false,true
1659,http://baseovnifrance.free.fr/listgen.php?typlist=20&page=0&numobs=1659,St Dalmas de Tende,06,1970-08-25 00:36,false,false,false,false
