description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.type,place.name
"le , un globe lumineux stationne pendant plusieurs heures au-dessus de la ville.","",sighting,1433-01-05$NiceFrance,,,"",,"",Nice (France),place,""""","""",s1,"""",,Archives de Nice < ""Nizza - Gli Srani 'Segni Celesti' dell' Agosto 1608""",1433-01-05,event,https://rr0.org/time/1/4/3/3/index.html#1433-01-05
