description,events,eventType,id,place,sources,time,type,url
Et en cette année apparût la comète ou étoile.,"",sighting,995$,,""""","""",s1,"""",,Anglo-Saxon Chronicle",995,event,https://rr0.org/time/0/9/9/5/index.html
