description,events,id,place,sources,time,type,url,place.name,place.org,place.place.dirName,place.place.elevation,place.place.events,place.place.id,place.place.locations,place.org.dirName,place.org.events,place.org.id,place.org.kind,place.org.parent,place.org.places,place.org.type,place.place,place.org.parent.dirName,place.org.parent.events,place.org.parent.id,place.org.parent.kind,place.org.parent.parent.dirName,place.org.parent.parent.events,place.org.parent.parent.id,place.org.parent.parent.kind,place.org.parent.parent.parent,place.org.parent.parent.places,place.org.parent.parent.type,place.org.parent.places,place.org.parent.type,place.org.parent.parent
"en le lundi 15 juillet Au , une énorme quantité de cheveux blancs tombent dans une averse au-dessus de Edo et de la matière semblable à des toiles d'araignées tombe de manière continue au-dessus d'Osaka. Au Japon, une légère averse de cheveux blancs, de 33 à 88 pouces de long, tombe au-dessus de Tokyo","",1793-07$org_jp,Japon,org/jp,"",jp,country,,"",org,,""""","""",s1,"""",,,UFO Report,"""","""",s2,"""",,,UFO Report",1793-07,sighting,https://rr0.org/time/1/7/9/3/index.html#1793-07
"en le mercredi 27 novembre Au-dessus de la ville est secouée par 3 tremblements de terre. Un témoin raconte que, alors qu'il dînait avec son ami Constandin Poenaru à Floresti le soir suivant, la Lune fit un miracle - elle fit un voyage à travers le ciel en une demi-heure.","",1793-11,Bucarest (Roumanie),,,,"",,"",""""","""",s3,"""",,111,Biblioteca romänesc 2150",1793-11,sighting,https://rr0.org/time/1/7/9/3/index.html#1793-11
