depCode,caseNumber,url,city,dateTime,postTime,classification
34,1979-03-00613,https://geipan.fr/fr/cas/1979-03-00613?field_agregation_index_value=&field_date_d_observation_value%5Bmax%5D=1979%2F02%2F31&field_date_d_observation_value%5Bmin%5D=1979%2F02%2F01&field_departement_target_id=&field_document_existe_ou_pas_value=All&field_latitude_value%5Bmax%5D=&field_latitude_value%5Bmin%5D=&field_longitude_value%5Bmax%5D=&field_longitude_value%5Bmin%5D=&field_phenomene_target_id=&field_type_de_cas_target_id=All&select-category-export=nothing,MURVIEL LES BEZIERS,NaN-NaN-1979,2008-06-04,B
69,1979-02-00605,https://geipan.fr/fr/cas/1979-02-00605?field_agregation_index_value=&field_date_d_observation_value%5Bmax%5D=1979%2F02%2F31&field_date_d_observation_value%5Bmin%5D=1979%2F02%2F01&field_departement_target_id=&field_document_existe_ou_pas_value=All&field_latitude_value%5Bmax%5D=&field_latitude_value%5Bmin%5D=&field_longitude_value%5Bmax%5D=&field_longitude_value%5Bmin%5D=&field_phenomene_target_id=&field_type_de_cas_target_id=All&select-category-export=nothing,VENISSIEUX,1979-02-14,2008-05-27,C
6,1979-02-00602,https://geipan.fr/fr/cas/1979-02-00602?field_agregation_index_value=&field_date_d_observation_value%5Bmax%5D=1979%2F02%2F31&field_date_d_observation_value%5Bmin%5D=1979%2F02%2F01&field_departement_target_id=&field_document_existe_ou_pas_value=All&field_latitude_value%5Bmax%5D=&field_latitude_value%5Bmin%5D=&field_longitude_value%5Bmax%5D=&field_longitude_value%5Bmin%5D=&field_phenomene_target_id=&field_type_de_cas_target_id=All&select-category-export=nothing,NICE,1979-02-06,2008-07-01,B
57,1979-02-00601,https://geipan.fr/fr/cas/1979-02-00601?field_agregation_index_value=&field_date_d_observation_value%5Bmax%5D=1979%2F02%2F31&field_date_d_observation_value%5Bmin%5D=1979%2F02%2F01&field_departement_target_id=&field_document_existe_ou_pas_value=All&field_latitude_value%5Bmax%5D=&field_latitude_value%5Bmin%5D=&field_longitude_value%5Bmax%5D=&field_longitude_value%5Bmin%5D=&field_phenomene_target_id=&field_type_de_cas_target_id=All&select-category-export=nothing,BOULAY-MOSELLE,1979-02-04,2015-03-30,A
