description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.org._parent,place.org.events,place.org.id,place.org.kind,place.org.places,place.org.type,place.org._parent._parent._parent._parent,place.org._parent._parent._parent.events,place.org._parent._parent._parent.id,place.org._parent._parent._parent.kind,place.org._parent._parent._parent.places,place.org._parent._parent._parent.type,place.org._parent._parent.events,place.org._parent._parent.id,place.org._parent._parent.kind,place.org._parent._parent.places,place.org._parent._parent.type,place.org._parent.events,place.org._parent.id,place.org._parent.kind,place.org._parent.places,place.org._parent.type,place.org._parent._parent._parent,place.org._parent._parent
Dépôt d'une proposition de subvention pour une enquête approfondie sur les mutilations de bétail au bureau du procureur du 1er district du Nouveau-Mexique.,"",sighting,1979-02$,,"""""""Rommel, K. M., Jr."""""","""",s1,"""",""Winter 1975 - Spring 1979"""", Operation Animal Mutilation, Report of the district attorney, 1st judicial district, état du Nouveau-Mexique"",1980,""1979 Incidents"" in ""A Popular History of Livestock Mutilations in New Mexico",1979-02,event,https://rr0.org/time/1/9/7/9/02/index.html
"vers le , 1 témoin observe durant 30 s depuis son véhicule un phénomène orange en forme de demi-sphère se déplaçant du sud-ouest vers le nord-est dans une trajectoire horizontale, qui disparaît progressivement en diminuant.","",sighting,1979~-02~-04~T01~:15$Boulay (Moselle),,,"",,"",Boulay (Moselle),"""GEPAN"","""",s2,"""",,,PAN classé C",1979~-02~-04~T01~:15,event,https://rr0.org/time/1/9/7/9/02/index.html#1979~-02~-04~T01~:15
