description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.sources,place.type,place.name
"Aux USA, un objet semble atterrir au loin.","",sighting,1723$,,"""""""Bulletin de l'APRO, 1978 < Aubeck, C."""""","""",s1,"""",,""USA",1723,event,https://rr0.org/time/1/7/2/3/index.html
