url,place,time,description,sources,id,place.name,place.org.name,place.org.surname,place.org.title,place.org.time,place.org.deprecated,place.org.note,place.org.place,place.org.description,place.org.sources,place.org.notes,place.org.tags,place.org.image,place.org.id,place.org.dirName,place.org.url,place.org.events,place.org.type,place.org.parent,place.org.places,place.org.kind,place.place,place.org,place.place.name,place.place.surname,place.place.title,place.place.time,place.place.deprecated,place.place.note,place.place.place,place.place.description,place.place.sources,place.place.notes,place.place.tags,place.place.image,place.place.id,place.place.dirName,place.place.url,place.place.events,place.place.type,place.place.parent,place.place.locations,place.place.elevation,place.org.parent.name,place.org.parent.surname,place.org.parent.title,place.org.parent.time,place.org.parent.deprecated,place.org.parent.note,place.org.parent.place,place.org.parent.description,place.org.parent.sources,place.org.parent.notes,place.org.parent.tags,place.org.parent.image,place.org.parent.id,place.org.parent.dirName,place.org.parent.url,place.org.parent.events,place.org.parent.type,place.org.parent.parent.name,place.org.parent.parent.surname,place.org.parent.parent.title,place.org.parent.parent.time,place.org.parent.parent.deprecated,place.org.parent.parent.note,place.org.parent.parent.place,place.org.parent.parent.description,place.org.parent.parent.sources,place.org.parent.parent.notes,place.org.parent.parent.tags,place.org.parent.parent.image,place.org.parent.parent.id,place.org.parent.parent.dirName,place.org.parent.parent.url,place.org.parent.parent.events,place.org.parent.parent.type,place.org.parent.parent.parent.name,place.org.parent.parent.parent.surname,place.org.parent.parent.parent.title,place.org.parent.parent.parent.time,place.org.parent.parent.parent.deprecated,place.org.parent.parent.parent.note,place.org.parent.parent.parent.place,place.org.parent.parent.parent.description,place.org.parent.parent.parent.sources,place.org.parent.parent.parent.notes,place.org.parent.parent.parent.tags,place.org.parent.parent.parent.image,place.org.parent.parent.parent.id,place.org.parent.parent.parent.dirName,place.org.parent.parent.parent.url,place.org.parent.parent.parent.events,place.org.parent.parent.parent.type,place.org.parent.parent.parent.parent,place.org.parent.parent.parent.places,place.org.parent.parent.parent.kind,place.org.parent.parent.places,place.org.parent.parent.kind,place.org.parent.places,place.org.parent.kind,place.org.parent.parent.parent,place.org.parent.parent
https://rr0.org/time/1/9/7/9/10/index.html#1979-10,Troyes (Aube),,,,,,,,,,,,,,,,,"",place,,"",,1979-10,"en , 1 témoin observe dans le ciel un phénomène de la forme d'un dirigeable se déplaçant à vitesse constante sur une trajectoire horizontale en direction du nord-ouest. Aucun bruit provenant de l'objet n'est entendu durant toute l'observation. Le phénomène disparaît progressivement dans le ciel.",",s3,""GEPAN"",,",1979-10
https://rr0.org/time/1/9/7/9/10/index.html#1979-10-20,Vosges (Grand Est (France)),,,,,,,,,,,,,88,org/fr/ges/88,,"",org,,,,,,,,,,,,,ges,org/fr/ges,,"",org,,,,,,,,,,,,,fr,org/fr,,"",org,,"",country,",,,,,,,,,,,,,,,"""",place,,""48.598888888888894,7.76"",",region,",,,,,,,,,,,,,,,"""",place,,""48.166666666666664,6.416666666666667"",",department,,,,,,,,,,,,,,,,"",place,,"48.166666666666664,6.416666666666667",,1979-10-20,"La photo inexpliquée de Motonau (Nouvelle Zélande) le 27. Un reflet sur vitre ? le Plusieurs personnes des et du Haut Rhin (Alsace) observent dans le ciel un phénomène lumineux clignotant irrégulièrement. De forme sphérique, il semble se déplacer en ziz-zag sans qu'aucun bruit n'est remarqué. 1 an auparavant un phénomène similaire avait été constaté par des témoins.",",s4,""GEPAN"",,",1979-10-20$org_fr_ges_88
https://rr0.org/time/1/9/7/9/10/index.html#1979-10-25,Thivars (Eure-et-Loir),,,,,,,,,,,,,,,,,"",place,,"",,1979-10-25,"le , des automobilistes aperçoivent au-dessus d'un boi s 1 phénomène rouge phosphorescent, de grande taille et en forme de bol. Aucun bruit particulier n'est entendu. Ce phénomène s'élève très rapidement dans le airs. Il apparaîîs de forme rectangulaire puis sous la forme d'un simple trait avant de disparaître complètement.",",s5,""GEPAN"",,",1979-10-25
https://rr0.org/time/1/9/7/9/10/index.html#1979-10-27,Motonau (Nouvelle Zélande,,,,,,,,,,,,,,,,,"",place,,"",,1979-10-27,"le ), une série de photos est prise sans que rien d'anormal ne soit vu ni entendu. A leur développement, on découvre parmi elles un cliché montrant un phénomène non identifié. 2 anciens analystes photo de l'Air Force, incapable de conclure, le qualifieront d'impénétrable.","The Complete Sightings,s6,""""""Brookesmith, P."""""",,1995",1979-10-27
