description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type
"Les images du satellite GEOS-9 montrent produit de plusieurs très grands objets carrés et noirs survolant l'amérique du nord. D'aucun disent que le NORAD serait passé en DEFCON 4, alors que l'explication officielle invoque une erreur du logiciel de traitement de l'image.","",sighting,1997-04-16$,,"",1997-04-16,event,https://rr0.org/time/1/9/9/7/04/index.html#1997-04-16
