description,events,eventType,id,place,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type,sources,time,type,url
18 juillet : Périhélie de la comète de Halley.,"",sighting,912$,,"",912,event,https://rr0.org/time/0/9/1/2/index.html
