description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type
,"",sighting,2018$,,"",2018,event,https://rr0.org/time/2/0/1/8/index.html
