description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.type
"en le janvier A , aurore boréale ?.","",sighting,1688-01$MoscouRussie,,,"",,"",Moscou (Russie),place,"""""""Sviatskij, 1934 < Silverman, Sam"""""","""",s1,"""",,""Auroral Annotations""",1688-01,event,https://rr0.org/time/1/6/8/8/index.html#1688-01
