description,events,eventType,id,place,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type,sources,time,type,url
"Dans la Baie de Fundy, observation de vaisseaux dans les airs.","",sighting,1796-10-12$,,""""","""",s1,"""",,""Guess When The First Saucer Was Sighted""",1796-10-12,event,https://rr0.org/time/1/7/9/6/index.html#1796-10-12
