description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.sources,place.type,place.name
"juin Près d', des fermiers voient une énorme sphère enflammée émettant un bruit strident descendre lentement, osciller à plusieurs reprises avant de se poser sur une colline en arrachant des plantes le long du versant et provoquant un début d'incendie. Dans la soirée, devant plusieurs notables, alors que la sphère est encore chaude, une porte s'ouvre et un être d'apparence humaine en sort, habillé d'un vêtement collant. Il prononce quelques mots incompréhensibles avant de disparaître dans les bois en courant. On ne le retrouvera jamais. Peu après, la sphère explosera silencieusement et les morceaux brûlèront jusqu'à être réduits en poudre. Un constat de police est fait","",sighting,1790-06$AlenconOrneFrance,,,"",,"","Alençon (Orne, France)","",place,"""""""Vallée, Jacques"""""","""",s1,"""",,Chroniques des apparitions extraterrestres,"""","""",s2,"""",,À la recherche des OVNI",1790-06,event,https://rr0.org/time/1/7/9/0/index.html#1790-06
"vendredi 22 octobre Lors d'une éclipse totale de la Lune, Herschel découvre plus de 150 points lumineux de couleur rouge sur la surface lunaire, avec un télescope qui ne grossit que 320 fois.","",sighting,1790-10$,,"",1790-10,event,https://rr0.org/time/1/7/9/0/index.html#1790-10
