description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.type
"en le samedi 15 avril à 21:15 Des habitants de la région d' voient une boule de feu se déplaçant dans le ciel à grande vitesse. Certaines personnes ayant vu ce phénomène adressent un courrier à ALM en décrivant avec détail ce qui s'est passé tout en se demandant s'il ne s'agissait pas d'un ovni. En fait, le même événement a été observé à la même heure dans certaines régions espagnoles de l'Andalousie. Selon des spécialistes espagnols, il s'agit de la désintégration contrôlée du satellite Sich-1 qui avait été lancé à partir du cosmodrome de Plesetsk, le vendredi 24 décembre 2004, et qui en rentrant dans l'atmosphère devait emprunter une trajectoire précise définie auparavant par l'organisme de contrôle spatial concerné.","",sighting,2006-04$Errachidia,,,"",,"",Errachidia,place,""""","""",s1,"""",,Aujourd'hui Le Maroc",2006-04,event,https://rr0.org/time/2/0/0/6/index.html#2006-04
en le lundi 17 avril Eric Julien déclare avoir reçu par voie psychique l'information que le mardi 25 avril un tsunami géant se produira dans l'océan Atlantique en raison de l'impact d'un fragment de comète provoquant l'éruption des volcans sous-marins. Des vagues allant jusqu'à 200 m de haut atteindront les rivages situés autour du tropique du Cancer. Mais l'ensemble des pays bordant l'Atlantique sera affecté à des niveaux plus moins destructeurs et meurtriers. le mardi 25 avril Aucun tsunami ni impact de fragment comète n'est signalé.,"",sighting,2006-05$,,"",2006-05,event,https://rr0.org/time/2/0/0/6/index.html#2006-05
"en le vendredi 1 septembre A , 1 témoin prend des photos du tournage d'un film qui se déroule dans son village. Lors de l'examen des photos, alors qu'il n'a fait aucune observation visuelle, il constate la présence d'une tache inconnue sur l'un des clichés. Il contacte la gendarmerie des transports aériens pour faire une déposition (Une enquête minutieuse est menée par la gendarmerie qui permet d'écarter l'hypothèse d'un phénomène météorologique mais met en évidence une trace radar inconnue composée de 3 plots enregistrés par le radar primaire de Nice sensiblement dans la même période que la prise de vue et mettant en évidence une accélération fulgurante de l'objet présumé. Cette piste sera écartée (voir compte rendu) pour privilégier, dans un 2nd temps, la piste d'un passage d'un avion commercial référencé 7637. Par ailleurs, la société chargée de l'entretien de l'horloge du clocher a précisé être gênée par les pigeons, qui, en se posant sur les aiguilles perturbent le fonctionnement de la pendule. Il y a donc une colonie de pigeons dans le clocher, dont la présence est confirmée par la photo sur laquelle de nombreux pigeons sont nettement visibles sur la corniche sous l'horloge. L'hypothèse d'un oiseau passant dans le champ de la photo est donc parfaitement recevable, le flou observé pouvant être provoqué par le battement d'ailes. Les éléments dont nous disposons ne nous autorisent pas à conclure formellement pour l'une ou l'autre des hypothèses, le passage d'un pigeon, malgré quelques incertitudes semblant être l'explication à privilégier par rapport à celle du passage du vol commercial référencé 7637). A East Linton (Ecosse), on signale une grosse chose rond et remuante dans le ciel. le mardi 26 septembre à 21:30 À Landrecies (Nord), une femme regarde la télé avec ses enfants quand elle entend un bruit sourd qui fait trembler la maison. Dehors, elle voit 2 boules orangées dans le ciel qui stationnent avant de s'éloigner et de se séparer au loin. L'enquête du Geipan montre qu'il s'agissait de 2 avions de chasse en manœuvre d'approche sur la base aérienne de Cambrai.","",sighting,2006-09$BarsurLoupAlpesMaritimesProvenceAlpesCoteDazur,,,"",,"","Bar-sur-Loup (Alpes-Maritimes, Provence Alpes Cote d'azur)",place,"""SEPRA"","""",s2,"""",,PAN classé B,""""""Mather, Adrian"""",""""Jacobs, Bill"""""","""",s3,"""",,""Lothian X-Files revealed"",""""""Vantighem, Vincent"""""","""",s4,"""",,""ÉTRANGE - Morceaux choisis des phénomènes inexpliqués recensés par les Geipan...""",2006-09,event,https://rr0.org/time/2/0/0/6/index.html#2006-09
"en le mardi 7 novembre à 16:30 A l'), observation d'un phénomène aérien non-identifié.","",sighting,2006-11$aeroportOHareDeChicagoIllinois,,,"",,"",aéroport O'Hare de Chicago (Illinois,place,"",2006-11,event,https://rr0.org/time/2/0/0/6/index.html#2006-11
"en A , observation de 5 lumières orange se traversant lentement le ciel. A Midlothian, Ecosse, observation de 4 petites lumières rouges traversant lentement le ciel. A Midlothian, Ecosse, observation d'une lumière bizarre allant dans toutes sortes de directions bizarres.","",sighting,2006-12$MidlothianEcosse,,,"",,"","Midlothian, Ecosse",place,"""""""Mather, Adrian"""",""""Jacobs, Bill"""""","""",s5,"""",,""Lothian X-Files revealed"",""""""Mather, Adrian"""",""""Jacobs, Bill"""""","""",s6,"""",,""Lothian X-Files revealed"",""""""Mather, Adrian"""",""""Jacobs, Bill"""""","""",s7,"""",,""Lothian X-Files revealed""",2006-12,event,https://rr0.org/time/2/0/0/6/index.html#2006-12
