description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.type
"en en 12 Au , le prêtre Nichiren est sur le point d'être décapité à Tatsunokuchi, Kamakura, quand apparaît dans le ciel un objet volant semblable à la pleine Lune, lumineux et brillant. Les autorités sont prises de panique et l'exécution n'a pas lieu.","",sighting,1271-09$Japon,,,"",,"",Japon,place,"""""""Vallée, J."""""","""",s1,"""",,",1271-09,event,https://rr0.org/time/1/2/7/1/index.html#1271-09
