description,events,eventType,id,place,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type,sources,time,type,url
"A , une boule de feu traverse le ciel.","",sighting,1309$NiceFrance,,,"",,"",Nice (France),"",place,""""","""",s1,"""",,Archives de Nice < ""Nizza - Gli Srani 'Segni Celesti' dell' Agosto 1608""",1309,event,https://rr0.org/time/1/3/0/9/index.html
