description,events,id,place,sources,time,type,url,place.name,place.org,place.place.dirName,place.place.elevation,place.place.events,place.place.id,place.place.locations,place.org.dirName,place.org.events,place.org.id,place.org.kind,place.org.parent,place.org.places,place.org.type,place.place,place.org.parent.dirName,place.org.parent.events,place.org.parent.id,place.org.parent.kind,place.org.parent.parent,place.org.parent.places,place.org.parent.type,place.org.parent.parent.dirName,place.org.parent.parent.events,place.org.parent.parent.id,place.org.parent.parent.kind,place.org.parent.parent.parent,place.org.parent.parent.places,place.org.parent.parent.type
"le Au terme d'une enchère en ligne sur E-bay, Samuel M. Sherman, président de Independent-International Pictures Corp., annonce que sa compagnie a remporté l'enchère de la plus ancienne photographie d'ovni de 1870, à 385 $. Sherman déclare que la photographie ne sera pas placée dans une collection privée mais mise à la disposition des scientifiques pour une analyse dont les résultats seront rendus publics.","",2002-03-04,,""""","""",s1,"""",,,",2002-03-04,sighting,https://rr0.org/time/2/0/0/2/03/index.html#2002-03-04
"le Au-dessus de la , les équipage de 3 avions signalent le passage très rapide d'une lumière verte avec une trainée, provenant sans doute d'une rentrée atmosphérique.","",2002-03-16,"Loire Atlantique, Pays de la Loire",,,,"",,"","""SEPRA"","""",s2,"""",,,",2002-03-16,sighting,https://rr0.org/time/2/0/0/2/03/index.html#2002-03-16
