description,events,eventType,id,place,place.dirName,place.elevation,place.events,place.id,place.locations,place.sources,place.type,sources,time,type,url
"Une ""étincelle"" tombe d'une étoile sur la Terre, devient plus grosse que la Lune puis, diminuant de taille, s'en retourne au ciel.","",sighting,-66$,,""""","""",s1,"""",,[Pline l'Ancien (23-79)",-66,event,https://rr0.org/time/-0/0/6/6/index.html
