type,events,url,place,time,description,sources,id,place.name,place.org,place.place.id,place.place.events,place.place.locations,place.place.elevation,place.place.dirName,place.org.type,place.org.dirName,place.org.events,place.org.id,place.org.places,place.org.kind,place.org.parent,place.place,place.org.parent.type,place.org.parent.dirName,place.org.parent.events,place.org.parent.id,place.org.parent.places,place.org.parent.kind,place.org.parent.parent.type,place.org.parent.parent.dirName,place.org.parent.parent.events,place.org.parent.parent.id,place.org.parent.parent.places,place.org.parent.parent.kind,place.org.parent.parent.parent,place.org.parent.parent.parent.type,place.org.parent.parent.parent.dirName,place.org.parent.parent.parent.events,place.org.parent.parent.parent.id,place.org.parent.parent.parent.places,place.org.parent.parent.parent.kind,place.org.parent.parent.parent.parent,place.org.parent.parent
case,"",https://rr0.org/time/1/7/2/1/index.html#1721-01,Berne (Suisse),,,"","",,,1721-01,"en le jeudi 16 À , observation de 3 globes flamboyants issus d'un pillier de lumière se déplaçant lentement.",""""",Astronomie populaire,s1,""""""Arago, François"""""",""1857 < Hallet, M.: Astronomes et OVNI, 1986, p. 48 < Mancusi, B.: Catalogue ROOS"",1988,"""","""",Awareness,s2,"""",vol. 6,03,""""",1721-01
