description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.type
"en le dimanche 6 décembre 1637 Dans le et en Syrie, pluie de poussière principalement noire.","",sighting,1637-12$GolfeDeVolo,,,"",,"",Golfe de Volo,place,"""""""Philosophical Transactions, vol. i, p. 377 < """"""""M. Chladni's New Catalogue of Aerolites"""""""", Annals of Philosophy, New Series 12"""""","""",s1,"""",,93",1637-12,event,https://rr0.org/time/1/6/3/7/index.html#1637-12
