caseNumber,url,city,depCode,dateTime,physicalEffect,witnessEffect,entities,landing
1921,http://baseovnifrance.free.fr/listgen.php?typlist=20&page=0&numobs=1921,Rouillac,16,1970-05 02:00,false,false,false,false
1375,http://baseovnifrance.free.fr/listgen.php?typlist=20&page=0&numobs=1375,Mirebeau sur Béze,21,1970-05-18 01:30,false,false,false,false
366,http://baseovnifrance.free.fr/listgen.php?typlist=20&page=0&numobs=366,Mulhouse,68,1970-05-26 23:45,false,false,false,false
2759,http://baseovnifrance.free.fr/listgen.php?typlist=20&page=0&numobs=2759,Bois Colombes,92,1970-05-26 22:35,false,false,false,false
2758,http://baseovnifrance.free.fr/listgen.php?typlist=20&page=0&numobs=2758,Mont de Marsan,40,1970-05-27 22:00,false,false,false,false
