type,events,url,place,time,description,sources,id,place.name,place.org,place.place.id,place.place.events,place.place.locations,place.place.elevation,place.place.dirName,place.org.type,place.org.dirName,place.org.events,place.org.id,place.org.places,place.org.kind,place.org.parent.type,place.org.parent.dirName,place.org.parent.events,place.org.parent.id,place.org.parent.places,place.org.parent.kind,place.org.parent.parent,place.org.parent.parent.type,place.org.parent.parent.dirName,place.org.parent.parent.events,place.org.parent.parent.id,place.org.parent.parent.places,place.org.parent.parent.kind,place.org.parent.parent.parent.type,place.org.parent.parent.parent.dirName,place.org.parent.parent.parent.events,place.org.parent.parent.parent.id,place.org.parent.parent.parent.places,place.org.parent.parent.parent.kind,place.org.parent.parent.parent.parent,place.org.parent,place.place,place.org.parent.parent.parent
case,"",https://rr0.org/time/1/0/0/6/index.html#1006-05,Europe,,,"","",,,1006-05,"en le le lendemain En et au Japon, le ciel du sud est percé d'une ""étoile"" d'une intensité telle que les observateurs rapportent qu'elle éclaire une nuit qui aurait été autrement sombre et sans Lune. Le spectacle est suffisamment brillant pour projeter des ombres et offre suffisamment de lumière pour lire un manuscript. Sa lumière illumina l'horizon et elle scintillait beaucoup, écrira l'astrologue égyptien Ali bin Ridwan. La magnitude de sa luminosité était légèrement supérieure à 1/4 de la brillance de la pleine lune (Il s'agissait en fait de la plus brillante supernova répertoriée jusqu'à aujourd'hui).",""""",""Looking for the echoes of a supernova"",s1,""""""Semeniuk, Ivan"""""",""5 mai 2007, New Scientist Space n° 2602"",,""""",1006-05
