description,events,eventType,id,place,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type,sources,time,type,url
audition de la sous-commission sur les PAN.,"",sighting,2022-05-17T09:00$WashingtonDC,,,"",,"",Washington (D.C.),"",place,"",2022-05-17T09:00,event,https://rr0.org/time/2/0/2/2/05/index.html#2022-05-17T09:00
