description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type
"en le jeudi 24 janvier le matin Dessin illustrant incorrectement l'observation de John Martin le 24 janvier comme ayant une forme de soucoupe Près de , un fermier observe un objet qui le survole grande vitesse, ressemblant un ballon.","",sighting,1878-01$DenisonTexas,,,"",,"",Denison (Texas),"",place,""""","""",s1,"""",,Gigi,"""","""",s2,"""",,""A Strange Phenomenon"",""""""Fort, Charles Hoy"""""","""",s3,"""",,,""""""Vallée, Jacques"""""","""",s4,"""",,,""""""Garreau, C."""""","""",s5,"""",,""Quand passent les soucoupes"" in ""Il y a 30 ans - L'invasion des soucoupes""",1878-01,event,https://rr0.org/time/1/8/7/8/index.html#1878-01
en le mardi 21 mai Observation d'un météore mystérieux,"",sighting,1878-05$,,""""","""",s6,"""",,""A Meteoric Mystery""",1878-05,event,https://rr0.org/time/1/8/7/8/index.html#1878-05
"en le lundi 29 juillet Pendant l'éclipse solaire, et Swift, l'observatoire Warner, observent des disques rouges de 800 m de diamètre 32000 km de la Terre.","",sighting,1878-07$WatsonMichigan,,,"",,"",Watson (Michigan),"",place,""""","""",s7,"""",,Fort",1878-07,event,https://rr0.org/time/1/8/7/8/index.html#1878-07
"en le lundi 12 août Observation d'un corps passant devant Jupiter le mardi 20 août à 14 h A , par un ciel sans nuages, pluie de petits poissons.","",sighting,1878-08$ChicoCalifornie,,,"",,"",Chico (Californie),"",place,""""","""",s8,"""",,""Curious Astronomical Phenomenon"" The Indiana Progress de Pennsylvania (Indiana),"""","""",s9,"""",,""An Immense Shower of Small Fish Falling From a Cloudless Sky in Butte County",1878-08,event,https://rr0.org/time/1/8/7/8/index.html#1878-08
