description,events,eventType,id,place,place.dirName,place.elevation,place.events,place.id,place.locations,place.sources,place.type,sources,time,type,url
"A Rome (Italie), au lever du Soleil, un globe de feu couleur or arrive du nord et tombe en tournoyant au sol. Là, il augmente de volume, remonte dans le ciel et prend la route de l'Orient.","",sighting,-93$,,""""","""",s1,"""",,Julius Obsequens",-93,event,https://rr0.org/time/-0/0/9/3/index.html
