description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.type
"(ou -18) En , observation d'une torche traversant le pays du Sud au Nord en émettant une si vive clarté que la nuit en est balayée.","",sighting,-19$countryit,,,"",,"",,place,""""","""",s1,"""",,Julius Obsequens",-19,event,https://rr0.org/time/-0/0/1/9/index.html
