description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type
"Gravure de ce qui semble être une aurore boréale cette année-là à 12 À Kuttenberg (Bohémie) torches dans le ciel pendant près de 4 h. 13 À Tundtorff(?), observation de ce qui semble être une aurore boréale calme.","",sighting,1570-01$Kuttenber,,,"",,"",Kuttenber,"",place,"""""""Ein unerhörtes Wunderzeichen / welches ist gesehen worden auff Kuttenberg / in der Kron Böhem / auch sonst in andern Stätten und Flecken herumb / den 12. Januarij / vier stund in die Nacht / und gewehret biss nach S. Jun der Wolcken des Himels stehen / alss in disem Jar. 1570. Nuremberg (GM-HB. 788) < Deliyannis, Y."""""","""",s1,"""",,Courrier au webmestre,""""""Probablement une aurore boréale Hellman, 1921, p. 17, 63 < Silverman, Sam"""""","""",s2,"""",,""Auroral Annotations"",""""""Hellman, 1921, p. 64 < Silverman, Sam"""""","""",s3,"""",,""Auroral Annotations""",1570-01,event,https://rr0.org/time/1/5/7/0/index.html#1570-01
"17 À (?), observation de ce qui semble être une aurore boréale calme. À Kuttenberg, Bohemia, observation de ce qui semble être une aurore boréale.","",sighting,1570-03$Tundtorff,,,"",,"",Tundtorff,"",place,"""""""Hellman, 1921, p. 64 < Silverman, Sam"""""","""",s4,"""",,""Auroral Annotations"",""""""Hellman, 1921, p. 17, 64 < Silverman, Sam"""""","""",s5,"""",,""Auroral Annotations""",1570-03,event,https://rr0.org/time/1/5/7/0/index.html#1570-03
"En , figures effrayantes vues dans le ciel. Une gravure montre une couronne aurorale.","",sighting,1570$countryde,,,"",,"",,"",place,"""""""Partie de pamphlet 2 sur l'événement du 14 juin 1570 < Hellman, 1921, p. 64 < Silverman, Sam"""""","""",s6,"""",,""Auroral Annotations""",1570,event,https://rr0.org/time/1/5/7/0/index.html
