url,place,time,description,sources,id,place.name,place.org.type,place.org.dirName,place.org.events,place.org.id,place.org.places,place.org.kind,place.org.parent,place.place,place.org,place.place.id,place.place.events,place.place.locations,place.place.elevation,place.place.dirName,place.org.parent.type,place.org.parent.dirName,place.org.parent.events,place.org.parent.id,place.org.parent.places,place.org.parent.kind,place.org.parent.parent.type,place.org.parent.parent.dirName,place.org.parent.parent.events,place.org.parent.parent.id,place.org.parent.parent.places,place.org.parent.parent.kind,place.org.parent.parent.parent.type,place.org.parent.parent.parent.dirName,place.org.parent.parent.parent.events,place.org.parent.parent.parent.id,place.org.parent.parent.parent.places,place.org.parent.parent.parent.kind,place.org.parent.parent.parent.parent,place.org.parent.parent.parent,place.org.parent.parent
https://rr0.org/time/1/9/9/6/04/index.html#1996-04-20T22:20,Cagny (Seine Saint-Denis),,,"","",,,1996-04-20T22:20,le un témoin observe depuis son appartement un objet volant de forme cylindrique avec au-dessous des lumières clignotantes. Le phénomène était silencieux et se déplaçait moins vite qu'un avion. Sa trajectoire rectiligne est ensuite devenue ascendante après un demi tour. La durée totale de l'observation est de l'ordre de 10 mn.,""""",Cas de type C,s3,""GEPAN"",,,""""",1996-04-20T22:20
https://rr0.org/time/1/9/9/6/04/index.html#1996-04-21T21:00,,1996-04-21T21:00,"le Mme témoin (67 ans) qui dîne avec des amis au restaurant du jardin zoologique de Varginha (Brésil), quitte la table pour fumer une cigarette sous la véranda. Elle frôle alors la crise cardiaque en se trouvant nez à nez avec une créature correspondant à signalement des deux créatures capturée le samedi 20 janvier 1996.","",1996-04-21T21:00
https://rr0.org/time/1/9/9/6/04/index.html#1996-04-27,,1996-04-27,le Le module Priroda s'amarre à Mir.,"",1996-04-27
