description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.org._parent,place.org.events,place.org.id,place.org.kind,place.org.places,place.org.type,place.org._parent._parent._parent._parent,place.org._parent._parent._parent.events,place.org._parent._parent._parent.id,place.org._parent._parent._parent.kind,place.org._parent._parent._parent.places,place.org._parent._parent._parent.type,place.org._parent._parent.events,place.org._parent._parent.id,place.org._parent._parent.kind,place.org._parent._parent.places,place.org._parent._parent.type,place.org._parent.events,place.org._parent.id,place.org._parent.kind,place.org._parent.places,place.org._parent.type,place.org._parent._parent,place.org._parent._parent._parent
en le mardi 25 janvier Phénomène semblable à celui de fin. Des échantillons du matériau sont recueillis et envoyés à (Alors capitale de la Russie).,"",sighting,1825-01$Saint Petersbourg,,,"",,"",Saint Petersbourg,"",1825-01,event,https://rr0.org/time/1/8/2/5/index.html#1825-01
Un médecin observe des mots formés dans le ciel par des nuages.,"",sighting,1825$,,""""","""",s1,"""",""Notes and Queries, vol. 3 (77), 19 avril 1851"",298-29,""Strange Appearances in the Sky""",1825,event,https://rr0.org/time/1/8/2/5/index.html
