description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.sources,place.type,place.name
"en le dimanche 5 mars À , des cheveux blancs, jusqu'à 6 pieds de long, tombent du ciel... lors d'une grosse averse accompagnée d'un fort vent","",sighting,1724-03$KyotoJapon,,,"",,"",Kyoto (Japon),"",place,""""","""",s1,"""",,UFO Report",1724-03,event,https://rr0.org/time/1/7/2/4/index.html#1724-03
"en le dimanche 25 juin À , des cheveux blancs de 10 pieds de long tombent dans une averse au-dessus de la ville.","",sighting,1724-06$EdoJapon,,,"",,"",Edo (Japon),"",place,""""","""",s2,"""",,UFO Report",1724-06,event,https://rr0.org/time/1/7/2/4/index.html#1724-06
