description,events,eventType,id,place,sources,time,type,url
Apparition d'une sphère ardente émergeant d'un tourbillon.,"",sighting,-593$,,""""","""",s1,"""",,Chapitre 1 du livre d'Ezechiel",-593,event,https://rr0.org/time/-0/5/9/3/index.html
