description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type
"A la base aérienne de , observation.","",sighting,1958-09-01$WheelusTripoli,,,"",,"",Wheelus    (Tripoli),"",place,""""","""",s1,"""",,",1958-09-01,event,https://rr0.org/time/1/9/5/8/09/index.html#1958-09-01
