description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.type
en en 28 À observation d'un cheval dans les airs au-dessus des nuages.,"",sighting,1586-10$TachenBohemia,,,"",,"",Tachen (Bohemia),place,"""""""Hellman, 1921, p. 87 < Silverman, Sam"""""","""",s1,"""",,""Auroral Annotations""",1586-10,event,https://rr0.org/time/1/5/8/6/index.html#1586-10
"en en 3 À , pluie de matière pour la plupart rouge et noirâtre, avec foudre et tonnerre (météore flamboyant et détonation). Cette matière brûle les planches sur lesquelles il tombe.","",sighting,1586-12$VerdenaHanovre,,,"",,"",Verden (à Hanovre),place,"""""""Manuscrit de Salomon, Sénateur à Bremen < """"""""M. Chladni's New Catalogue of Aerolites"""""""", Annals of Philosophy, New Series 12"""""","""",s2,"""",,93",1586-12,event,https://rr0.org/time/1/5/8/6/index.html#1586-12
