description,events,eventType,id,place,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type,sources,time,type,url
"1ʳᵉ observation d'un engin de forme triangulaire se déplaçant très lentement à basse altitude dans un silence total (haute-vallée de l'Hudson, au nord de New York, et dans une partie du Connecticut). Cette première vague se terminera le 10 juillet 1986. Une seconde aura lieu de 1989 à 1991 en Belgique.","",sighting,1982-01-01$,,"",1982-01-01,event,https://rr0.org/time/1/9/8/2/01/index.html#1982-01-01
