description,events,eventType,id,place,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type,sources,time,type,url
(ou 190) On observe sous le règne du tyran Commode un objet brillant et assez gros qui traverse le ciel en plein jour.,"",sighting,189$,,""""","""",s1,"""",,Lampride",189,event,https://rr0.org/time/0/1/8/9/index.html
