caseNumber,url,place,depCode,dateTime,physicalEffect,witnessEffect,entities,landing
3245,http://baseovnifrance.free.fr/listgen.php?typlist=20&page=0&numobs=3245,La Feuillée,29,1979-01-15 21:00,false,false,false,false
3246,http://baseovnifrance.free.fr/listgen.php?typlist=20&page=0&numobs=3246,Cahors,46,1979-01-16 06:00,false,false,false,false
3249,http://baseovnifrance.free.fr/listgen.php?typlist=20&page=0&numobs=3249,Pouldergat,29,1979-01-24 07:00,false,false,false,false
3251,http://baseovnifrance.free.fr/listgen.php?typlist=20&page=0&numobs=3251,Maubeuge,59,1979-01-24 20:00,false,false,false,false
3265,http://baseovnifrance.free.fr/listgen.php?typlist=20&page=0&numobs=3265,Poullan sur Mer,29,1979-01-28 20:45,false,false,false,false
