type,events,url,place,time,description,sources,id,place.name,place.org,place.place.id,place.place.events,place.place.locations,place.place.elevation,place.place.dirName,place.org.type,place.org.dirName,place.org.events,place.org.id,place.org.places,place.org.kind,place.org.parent,place.place,place.org.parent.type,place.org.parent.dirName,place.org.parent.events,place.org.parent.id,place.org.parent.places,place.org.parent.kind,place.org.parent.parent.type,place.org.parent.parent.dirName,place.org.parent.parent.events,place.org.parent.parent.id,place.org.parent.parent.places,place.org.parent.parent.kind,place.org.parent.parent.parent.type,place.org.parent.parent.parent.dirName,place.org.parent.parent.parent.events,place.org.parent.parent.parent.id,place.org.parent.parent.parent.places,place.org.parent.parent.parent.kind,place.org.parent.parent.parent.parent,place.org.parent.parent,place.org.parent.parent.parent
case,"",https://rr0.org/time/1/7/7/9/index.html#1779-10,Osaka,,,"","",,,1779-10,"en le jeudi 14 12 h Au Japon, une substance ressemblant plus à de la toile d'araignée, tombe depuis un ciel clair et sans vent au-dessus de la banlieue d', Yodogawa (Japon) et Tennoji. De nombreuses fibres wafted à nouveau en l'air, mais certaines restèrent au sol. Les fibres qui ressemblaient à du gossamer d'araignée, mais étaient bien plus épaisses, s'évaporaient lorsque touchées. Elles tombèrent de 12:00 à 14:00",""""",UFO Report,s1,"""",,12,""""",1779-10
