url,place,time,description,sources,id,place.name,place.org.type,place.org.dirName,place.org.events,place.org.id,place.org.places,place.org.kind,place.org.parent,place.place,place.org,place.place.id,place.place.events,place.place.locations,place.place.elevation,place.place.dirName,place.org.parent.type,place.org.parent.dirName,place.org.parent.events,place.org.parent.id,place.org.parent.places,place.org.parent.kind,place.org.parent.parent.type,place.org.parent.parent.dirName,place.org.parent.parent.events,place.org.parent.parent.id,place.org.parent.parent.places,place.org.parent.parent.kind,place.org.parent.parent.parent.type,place.org.parent.parent.parent.dirName,place.org.parent.parent.parent.events,place.org.parent.parent.parent.id,place.org.parent.parent.parent.places,place.org.parent.parent.parent.kind,place.org.parent.parent.parent.parent,place.org.parent.parent.parent,place.org.parent.parent
https://rr0.org/time/1/9/9/5/06/index.html#1995-06-21,,1995-06-21,"le Sur la chaîne française TF1, diffusion d'extraits du film de l'autopsie de Roswell.","",1995-06-21
https://rr0.org/time/1/9/9/5/06/index.html#1995-06-25T23:45,Grancy-le-Château (Côte d'Or),,,"","",,,1995-06-25T23:45,"le , des gendarmes en surveillance de nuit observent quand ils voient le passage très rapide de 1 boule lumineuse très brillante avant de disparaître (Il s'agit probablement d'une rentrée atmosphérique).",""""",,s1,""SEPRA"",,,""""",1995-06-25T23:45
https://rr0.org/time/1/9/9/5/06/index.html#1995-06-27,,1995-06-27,le Une navette américaine s'amarre pour la 1ère fois à Mir.,"",1995-06-27
