type,events,url,place,time,description,sources,id,place.name,place.org,place.place.id,place.place.events,place.place.locations,place.place.elevation,place.place.dirName,place.org.type,place.org.dirName,place.org.events,place.org.id,place.org.places,place.org.kind,place.org.parent.type,place.org.parent.dirName,place.org.parent.events,place.org.parent.id,place.org.parent.places,place.org.parent.kind,place.org.parent.parent,place.org.parent,place.place,place.org.parent.parent.type,place.org.parent.parent.dirName,place.org.parent.parent.events,place.org.parent.parent.id,place.org.parent.parent.places,place.org.parent.parent.kind,place.org.parent.parent.parent.type,place.org.parent.parent.parent.dirName,place.org.parent.parent.parent.events,place.org.parent.parent.parent.id,place.org.parent.parent.parent.places,place.org.parent.parent.parent.kind,place.org.parent.parent.parent.parent,place.org.parent.parent.parent
case,"",https://rr0.org/time/1/6/5/6/index.html#1656-02,Japon,org,org/jp,"",jp,"",country,,,1656-02,"en le vendredi 18 Au , observation de ce qui semble être une aurore boréale.",""""",""Auroral Annotations"",s1,""""""Schove, 1951 < Silverman, Sam"""""",,,""""",1656-02$org_jp
case,"",https://rr0.org/time/1/6/5/6/index.html#1656-07,Japon,,,"","",,,1656-07,"en Au , observation de ce qui semble être une aurore boréale.",""""",""Auroral Annotations"",s2,""""""Schove, 1951 < Silverman, Sam"""""",,,""""",1656-07
