description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type
"en le lundi 4 novembre le lundi 4 novembre à 18 h à le lundi 4 novembre à 19 h Gravure de l'observation de Hambourg À , une grande boule flamboyante de la forme d'un boulet de canon est vue flottant dans les airs, qui disparaîtra avec un bruit de bang. Près de Hambourg (Allemagne), on voit une croix dans les airs, qui part avec un éclair.","",sighting,1697-11$MeckelburgpresDeLubeck,,,"",,"",Meckelburg (près de Lübeck ?),"",place,"""Nachdencklich-dreyfaches Wunder-Zeichen"","""",s1,"""",,1. Eines groß-erschröcklich-feurigen Cometen",1697-11,event,https://rr0.org/time/1/6/9/7/index.html#1697-11
