description,events,eventType,id,place,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type,sources,time,type,url
28 Observation prétendue de l'Abbaye d'Amplefort/Byland.,"",sighting,1290-10$,,"",1290-10,event,https://rr0.org/time/1/2/9/0/index.html#1290-10
