url,place,time,description,sources,id,place.name,place.org.dirName,place.org.code,place.org.places,place.org.kind,place.org.parent,place.place,place.org,place.place.locations,place.place.elevation,place.place.dirName,place.place.events,place.org.parent.dirName,place.org.parent.code,place.org.parent.places,place.org.parent.kind,place.org.parent.parent.dirName,place.org.parent.parent.code,place.org.parent.parent.places,place.org.parent.parent.kind,place.org.parent.parent.parent.dirName,place.org.parent.parent.parent.code,place.org.parent.parent.parent.places,place.org.parent.parent.parent.kind,place.org.parent.parent.parent.parent,place.org.parent.parent.parent,place.org.parent.parent
https://rr0.org/time/1/9/5/6/03/index.html,,1956-03,"Couverture de Mechanix Illustrated ce mois-là, titrant sur le projet de soucoupe de l'USAF Publication d'un article sur le projet de soucoupe de l'USAF.","""How The Flying Saucer Works"",s1,""""""Ley, Willy"""""",""Mechanix Illustrated, mars 1956, pp. 78-81"",",1956-03
