description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.type
"À , observation de 2 soleils dans le ciel.","",sighting,957$NiceFrance,,,"",,"",Nice (France),place,""""","""",s1,"""",,Archives de Nice < ""Nizza - Gli Srani 'Segni Celesti'dell' Agosto 1608""",957,event,https://rr0.org/time/0/9/5/7/index.html
