description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type
"en le lundi 21 juin À , une énorme quantité de matériau blanc semblable à de la toile d'araignée tombe. Il est étrange pour le Soleil de se coucher comme il l'a fait ce jour-là et de ne pas devenir sombre -- le ciel est resté aussi brillant que s'il était éclairé par la Lune.","",sighting,1819-06$OsakaJapon,,,"",,"",Osaka (Japon),"",place,""""","""",s1,"""",,Pageant",1819-06,event,https://rr0.org/time/1/8/1/9/index.html#1819-06
"en le vendredi 13 août À , chute d'un objet avec un duvet semblable à celui d'un tissu peluchant. Il est examiné par le professeur Russel Gravesnous qui ôte le duvet et trouve dessous une substance couleur [buff], pulpeuse. Une fois exposée à l'air, la substance émet une odeur aggressive et prend une couleur blême, ressemblant au sang veineux. L'objet est décrit comme étant tombé avec une lumière brillante.","",sighting,1819-08$AmherstMassachusetts,,,"",,"",Amherst (Massachusetts),"",place,"""""""Annual Register, 63"""""","""",s2,"""",,687,""""""Silliman Journal, 2, 335 < Roche, Edouard"""""","""",s3,"""",,Recherches sur les offuscations du soleil et les météores cosmiques",1819-08,event,https://rr0.org/time/1/8/1/9/index.html#1819-08
"en le samedi 9 octobre Un corps céleste inconnu est signalé en train de traverser le disque solaire. Il ne s'agit ni d'une comète, ni d'un météore ou d'une météorite, et cet astre n'appartient à aucune catégorie connue, discernable.","",sighting,1819-10$,,"",1819-10,event,https://rr0.org/time/1/8/1/9/index.html#1819-10
"(idem 9 octobre ?) Un globe flamboyant tombe sur l'île de Lethy, en Inde. Des chercheurs se rendent sur le site où le météore a été vu tomber et trouvent là une matière gélatineuse qui disparaît rapidement","",sighting,1819$,,"""""""Edinburgh Philosophical Journal, 1"""""","""",s4,"""",,",1819,event,https://rr0.org/time/1/8/1/9/index.html
"en le mardi 2 novembre Une pluie rouge tombe sur une région de la Hollande. le mardi 9 novembre Une pluie noire s'abat sur le Canada pendant un tremblement de terre. le vendredi 19 novembre Au Canada, il règne brusquement un intense obscurité en pleine journée ; des lumières célestes passent dans le ciel tandis qu'une chute de matière noire a lieu simultanément avec des secousses telluriques.","",sighting,1819-11$,,"",1819-11,event,https://rr0.org/time/1/8/1/9/index.html#1819-11
