type,events,url,place,time,description,sources,id,place.name,place.org,place.place.id,place.place.events,place.place.locations,place.place.elevation,place.place.dirName,place.org.type,place.org.dirName,place.org.events,place.org.id,place.org.places,place.org.kind,place.org.parent.type,place.org.parent.dirName,place.org.parent.events,place.org.parent.id,place.org.parent.places,place.org.parent.kind,place.org.parent.parent,place.org.parent,place.place,place.org.parent.parent.type,place.org.parent.parent.dirName,place.org.parent.parent.events,place.org.parent.parent.id,place.org.parent.parent.places,place.org.parent.parent.kind,place.org.parent.parent.parent.type,place.org.parent.parent.parent.dirName,place.org.parent.parent.parent.events,place.org.parent.parent.parent.id,place.org.parent.parent.parent.places,place.org.parent.parent.parent.kind,place.org.parent.parent.parent.parent,place.org.parent.parent.parent
case,"",https://rr0.org/time/1/7/8/8/index.html#1788-10,,1788-10,"en le vendredi 17 18 h Davis Baldwin (11 ans, né à New Milford) voit par la fenêtre une lumière dans le ciel, suivie d'un grand bruit de grondement. Il entendra le signalement d'un météore, ainsi que 2 autres le jour de la même chute, semblable aux autres.",""""",""A Narrative Written by Davis Baldwin"",s1,""""""Orcutt, Samuel (1703-1882)"""""",""History of the Townsof New Milford and Bridgewater, Connecticut"",,""""",1788-10
