description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type
"Un globe de feu gros comme la Lune traverse le ciel en direction de l'Ouest, accompagné d'un grand bruit et en serpentant dans l'air.","",sighting,577$,,""""","""",s1,"""",,Abel Rémusat",577,event,https://rr0.org/time/0/5/7/7/index.html
