type,events,url,place,time,description,sources,id,place.name,place.org,place.place.id,place.place.events,place.place.locations,place.place.elevation,place.place.dirName
case,"",https://rr0.org/time/1/9/9/3/03/index.html,Saint Gilles-Croix de Vie (Vendée),,,"","",,,1993-03,"03-02/03-03 , un témoin observe depuis sa chambre un phénomène lumineux qu'il décrit comme étant de grandes dimensions et ressemblant à deux larmes.",""""",,s1,""SEPRA"",,,""""",1993-03
case,"",https://rr0.org/time/1/9/9/3/03/index.html,,1993-03,"Sortie du film Visiteurs extraterrestres (Fire in the Sky) retraçant l'histoire de Travis Walton, qui déclenche une levée de boucliers sceptiques.",""""",""Fire in the sky hero hounded by skeptics"",s5,"""",""Star de Sudbury (Ontario), 20 mars 1993, p. 27"",,""""",1993-03
