description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type
Année Internationale de l'Astronomie (IYA2009).,"",sighting,2009$,,"",2009,event,https://rr0.org/time/2/0/0/9/index.html
"en le dimanche 11 janvier à 16 h à en 17 À , un témoin prend une photographie de Marseille sous la neige. Souhaitant l'envoyer à sa petite fille, elle observe sur la photographie un objet circulaire lumineux qu'elle n'avait pas constaté lors de la prise de vue (Il s'agit en fait du reflet du néon de la cuisine).","",sighting,2009-01$MarseilleBouchesduRhoneProvenceAlpesCoteDazur,,,"",,"","Marseille (Bouches-du-Rhône, Provence Alpes         Côte d'azur)","",place,"""GEIPAN"","""",s1,"""",,PAN classé A",2009-01,event,https://rr0.org/time/2/0/0/9/index.html#2009-01
"en le dimanche 4 janvier à 11 h À , 2 piétons observent dans un ciel nuageux, un objet imposant gris, de forme ovale qui oscille sur son axe. L'observation dure 5 minutes puis les témoins voient l'objet se déplacer sans entendre le moindre bruit : aucune traînée n'est remarquée. L'objet disparaîtra progressivement plein est (Le 10, le GEIPAN reçoit un mail d'un journaliste ayant en sa possession une photo anonyme d'un PAN prise d'après lui le 4 vers 12:00 à Roissy et qu'il cherche à décrypter. L'analyse de la photographie montrera que la photo date effectivement du 4 avril 2009 et qu'elle a été prise à 09:22. Cependant, une autre enquête permettra d'établir que la photo n'a pas été prise depuis Roissy, mais aux environs des taxiways W2, F3 ou V2 du Bourget. En effet, un agrandissement de la photographie permet de voir le logo d'une entreprise qui possède un hangar au Bourget. Enfin l'enquête de gendarmerie établira que le 4 avril 2009 à 11:00, la tour de contrôle de l'aéroport du Bourget a fait état de la présence d'un ballon gonflable en forme de soucoupe volante au nord du terrain hors zone aéroportuaire. L'engin neutralisé et pris en charge par la police nationale territoriale s'avère être un ballon de 20m de diamètre prévu pour une animation lors d'une manifestation sportive au Stade de France). le vendredi 9 janvier A Pontarlier (Doubs, Franche-Comté), plusieurs personnes observent dans le ciel des objets blancs clignotants.","",sighting,2009-04$city97411,,,"",,"",,"",place,"""GEIPAN"","""",s2,"""",,PAN classé A,""GEIPAN"","""",s3,"""",,PAN classé ?",2009-04,event,https://rr0.org/time/2/0/0/9/index.html#2009-04
"en Effondrement nuageux près de Moscou le 8 octobre Au , pluie de têtards.","",sighting,2009-06$Japon,,,"",,"",Japon,"",place,""""","""",s4,"""",,""It's raining tadpoles in Japan town",2009-06,event,https://rr0.org/time/2/0/0/9/index.html#2009-06
"en 2009-07-19 05:54PT À , Buzz Aldrin, invité pour le 40ème anniversaire de la mission Apollo 11, parle d'un monolithe sur Phobos.","",sighting,2009-07$Washington,,,"",,"",Washington,"",place,""""","""",s5,"""",,""Buzz Aldrin on the 40th Anniversary of Apollo 11""",2009-07,event,https://rr0.org/time/2/0/0/9/index.html#2009-07
en Le Royaume-Uni publie un lot d'archives sur les ovnis de en 1981 à en 1996.,"",sighting,2009-08$,,"",2009-08,event,https://rr0.org/time/2/0/0/9/index.html#2009-08
"en le jeudi 8 octobre Dans le ciel de , observation d'un immense anneau lumineux circulaire dans le plafond nuageux. Interprêté par certains comme un ovni, il se révèle en fait être un effondrement nuageux. Lancement d'un site web pour le signalement de PANs par les astronomes.","",sighting,2009-10$MoscouRussie,,,"",,"",Moscou (Russie),"",place,""""","""",s6,"""",,""Website Launched For Astronomers to Report Observations Of Unexplained Aerospace Phenomena""",2009-10,event,https://rr0.org/time/2/0/0/9/index.html#2009-10
