url,place,time,description,sources,id,place.name,place.org.type,place.org.dirName,place.org.events,place.org.id,place.org.places,place.org.kind,place.org.parent,place.place,place.org,place.place.id,place.place.events,place.place.locations,place.place.elevation,place.place.dirName,place.org.parent.type,place.org.parent.dirName,place.org.parent.events,place.org.parent.id,place.org.parent.places,place.org.parent.kind,place.org.parent.parent.type,place.org.parent.parent.dirName,place.org.parent.parent.events,place.org.parent.parent.id,place.org.parent.parent.places,place.org.parent.parent.kind,place.org.parent.parent.parent.type,place.org.parent.parent.parent.dirName,place.org.parent.parent.parent.events,place.org.parent.parent.parent.id,place.org.parent.parent.parent.places,place.org.parent.parent.parent.kind,place.org.parent.parent.parent.parent,place.org.parent.parent.parent
https://rr0.org/time/1/7/5/5/index.html#1755-08,,1755-08,"en le vendredi 15 Après le coucher du soleil, une sphère émettant une violente lumière aveuglante et dont le diamètre apparent est comparable à celui de la pleine lune, est observée au-dessus d'Amsterdam et de Chiswick (banlieue ouest de Londres) ou elle descend pres du sol un peu à la maniere d'un hélicoptère.",""""",La chronique des OVNI,s1,""""""Bougard, Michel"""""",Delarge 1977 p. 111,,""""",1755-08
