description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.type
"en A , observation d'un mystérieux aéronef transportant 2 hommes survolant la ville, venant de la direction du New South Wales. le lundi 15 mai Sur une plage près de Yamba (Australie), on retrouve un aéronef grossièrement construit. le dimanche 21 mai À Evansville (Indiana), un alligator de 2 pieds de long tombe du ciel et atterrit sur le pas de la porte de Mme Hiram Winchell, qui tue rapidement la bête.","",sighting,1911-05$SaintGeorgeAustralie,,,"",,"",Saint George (Australie),place,""""","""",s1,"""",,""Mysterious Airships"","""","""",s2,"""",,""Mysterious Airships""",1911-05,event,https://rr0.org/time/1/9/1/1/index.html#1911-05
"en le jeudi 10 août le soir Près de , des ranchers et autres résidents voient soudainement dans le ciel de ce qui semblait être une boule de feu d'une taille comparable à une pleine Lune. L'observation dure plusieurs heures. Le phénomène semble d'abord venir vers le sol en grandissant progressivement jusqu'à développé une taille de la moitié encore de la largeur d'une pleine lune, puis redevient finalement petit et disparaît.","",sighting,1911-08$DurangoColorado,,,"",,"",Durango (Colorado),place,""""","""",s3,"""",,""Colorado Ranchers Observe Phenomenon Grow Larger""",1911-08,event,https://rr0.org/time/1/9/1/1/index.html#1911-08
"en le samedi 21 octobre A , un vaisseau aérien est déclaré saisi par des huissiers.","",sighting,1911-10$WinnipegManitoba,,,"",,"",Winnipeg (Manitoba),place,""""","""",s4,"""",,""Mystery Airship Seized At Winnipeg""",1911-10,event,https://rr0.org/time/1/9/1/1/index.html#1911-10
"en le vendredi 10 novembre à 05 h A , nombre de citoyens voient un aéronef survoler la ville, à grande vitesse vers le nord-ouest.","",sighting,1911-11$MoberlyMissouri,,,"",,"",Moberly (Missouri),place,""""","""",s5,"""",,""Airship Passed Over""",1911-11,event,https://rr0.org/time/1/9/1/1/index.html#1911-11
"A , un aéronef mystérieux survole le pont de Brooklyn.","",sighting,1911$regionny,,,"",,"",,place,""""","""",s6,"""",,UFO Roundup",1911,event,https://rr0.org/time/1/9/1/1/index.html
