description,events,eventType,id,place,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type,sources,time,type,url
20 mai Périhélie de la comète de Halley.,"",sighting,760$,,"",760,event,https://rr0.org/time/0/7/6/0/index.html
