description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type
,"",sighting,1988-01$,,"",1988-01,event,https://rr0.org/time/1/9/8/8/index.html#1988-01
,"",sighting,1988-02$,,"",1988-02,event,https://rr0.org/time/1/9/8/8/index.html#1988-02
"samedi 12 mars à 20:15 À , 1 témoin dans son véhicule observe au-dessus d'un émetteur radio 1 puis 2 boules de dimensions importantes, de couleur rose et fluorescentes. Son observation dure entre 8.","",sighting,1988-03$RiezAlpesdeHauteProvence,,,"",,"","Riez, Alpes-de-Haute-Provence","",place,"""SEPRA"","""",s1,"""",,PAN classé C",1988-03,event,https://rr0.org/time/1/9/8/8/index.html#1988-03
"mercredi 13 avril à jeudi 14 avril la nuit A , des témoins observent 1 objet de forme circulaire gros comme une étoile et très brillant. Cet objet se dilate pour revenir aussitôt à sa taille initiale. Il disparaîtra progressivement à l'horizon. jeudi 21 avril à 04:54 A Ludres, Meurthe-et-Moselle, un témoin, à peine sorti de son sommeil peuplé de rêves bizarres, déclare voir 1 boule blanche très brillante. Cette boule se déplace lentement en changeant de couleur et en diminuant de volume (L'enquête des gendarmes indiquera que l'on ne peut accorder que peu de crédit au témoignage).","",sighting,1988-04$MarinesValdOise,,,"",,"","Marines, Val-d'Oise","",place,"""SEPRA"","""",s2,"""",,PAN classé C,""SEPRA"","""",s3,"""",,PAN classé B",1988-04,event,https://rr0.org/time/1/9/8/8/index.html#1988-04
,"",sighting,1988-05$,,"",1988-05,event,https://rr0.org/time/1/9/8/8/index.html#1988-05
,"",sighting,1988-06$,,"",1988-06,event,https://rr0.org/time/1/9/8/8/index.html#1988-06
"dimanche 17 juillet Un satellite espion soviétique prend une photo de la zone de Groom Lake destinée à être publiée dans de nombreuses publications, dont Popular Science et le Poster Lazar. lundi 18 juillet en soirée A , un témoin observe brièvement une intense lumière. Une boule bleue de la taille de la pleine lune traverse le ciel à une vitesse très rapide et sans bruit (Il s'agit probablement d'une rentrée atmosphérique). samedi 30 juillet à 21:30 A Revigny-sur-Ornain, Meuse, des témoins observent à la jumelle un objet cylindrique illuminé qui avance lentement vers le soleil. Il disparait derrière des nuages. (ou 1981) La nuit Sur un axe nord-sud de l'A7 Lyon-Avignon (Rhône, Rhône Alpes), 1 témoin et 2 autres membres de sa famille observent pendant 30 secondes environ 1 boule lumineuse qui se divise ensuite en 3 entités stationnaires avant de disparaître dans le ciel à très grande vitesse (Les demandes de compléments d'informations du SEPRA sont restées sans suite).","",sighting,1988-07$MurdeBarrezAveyron,,,"",,"","Mur-de-Barrez, Aveyron","",place,"""SEPRA"","""",s4,"""",,PAN classé B,""SEPRA"","""",s5,"""",,PAN classé C,""SEPRA"","""",s6,"""",,PAN classé C",1988-07,event,https://rr0.org/time/1/9/8/8/index.html#1988-07
,"",sighting,1988-08$,,"",1988-08,event,https://rr0.org/time/1/9/8/8/index.html#1988-08
,"",sighting,1988-09$,,"",1988-09,event,https://rr0.org/time/1/9/8/8/index.html#1988-09
,"",sighting,1988-10$,,"",1988-10,event,https://rr0.org/time/1/9/8/8/index.html#1988-10
,"",sighting,1988-11$,,"",1988-11,event,https://rr0.org/time/1/9/8/8/index.html#1988-11
,"",sighting,1988-12$,,"",1988-12,event,https://rr0.org/time/1/9/8/8/index.html#1988-12
