description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.type
"Au-dessus de Rome, observation identique à celle de l'année précédente de Julius Obsequens.","",sighting,-215$,,"",-215,event,https://rr0.org/time/-0/2/1/5/index.html
