description,events,eventType,id,place,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type,sources,time,type,url
"À , on observe un bouclier flamboyant au-dessus de la ville.","",sighting,98$RomeItalie,,,"",,"",Rome (Italie),"",place,""""","""",s1,"""",,W. Raymond Drake",98,event,https://rr0.org/time/0/0/9/8/index.html
