url,place,time,description,sources,id,place.name,place.org.type,place.org.dirName,place.org.events,place.org.id,place.org.places,place.org.kind,place.org.parent,place.place,place.org,place.place.id,place.place.events,place.place.locations,place.place.elevation,place.place.dirName
https://rr0.org/time/-0/0/6/5/index.html,Italie,org,org/it,"",it,"",country,,,-65,"En , observation d'une poutre ardente dans l'Ouest du ciel.",""""",[Julius Obsequens,s1,"""",""Prodiges, CXXII, 60]"",,""""",-65$org_it
