url,place,time,description,sources,id,place.name,place.org.dirName,place.org.code,place.org.places,place.org.kind,place.org.parent,place.place,place.org,place.place.locations,place.place.elevation,place.place.dirName,place.place.events,place.org.parent.dirName,place.org.parent.code,place.org.parent.places,place.org.parent.kind,place.org.parent.parent.dirName,place.org.parent.parent.code,place.org.parent.parent.places,place.org.parent.parent.kind,place.org.parent.parent.parent.dirName,place.org.parent.parent.parent.code,place.org.parent.parent.parent.places,place.org.parent.parent.parent.kind,place.org.parent.parent.parent.parent,place.org.parent.parent.parent,place.org.parent.parent
https://rr0.org/time/1/9/9/6/05/index.html#1996-05-20T23:45,Bar-sur-Loup (Alpes Maritimes),,"",,,,1996-05-20T23:45,", 1 témoin est attiré par des aboiements de chiens. Il observe alors durant quelques dizaines de s des lueurs oranges qui se déplacent doucement avec 2 rampes de feux oranges et bleus. Aucun bruit n'a été détecté.","Cas de type C,s1,""GEPAN"",,",1996-05-20T23:45
