description,events,eventType,id,place.dirName,place.elevation,place.events,place.id,place.locations,place.type,sources,time,type,url,place.name
"A , une ""croix"" apparaît sur le disque lunaire.","",sighting,1147$NiceFrance,,,"",,"",Nice (France),place,""""","""",s1,"""",,Archives de Nice < ""Nizza - Gli Srani 'Segni Celesti' dell' Agosto 1608""",1147,event,https://rr0.org/time/1/1/4/7/index.html
