description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type
en le jeudi 19 octobre Le Missouri Democrat rapporte l'histoire de James Lumley de en septembre 1864. le lundi 30 octobre Le Cincinnati Commercial rapporte l'histoire de James Lumley de en septembre 1864 d'après celle du Saint-Louis Democrat.,"",sighting,1865-10$,,"",1865-10,event,https://rr0.org/time/1/8/6/5/index.html#1865-10
